Unnamed: 0,content,label
232,"UK’s tidal energy future rides the crest of a Scottish wave

Edinburgh-based tidal energy company Nova Innovation has doubled the size of the ‘world’s first’ offshore tidal array

@NovaInnovation 

#energycrisis #climatechange #climatecrisis #netzero 

energylivenews.com/2023/01/31/uks…",Neutral
233,RT Report from Digital Health roundtable with Virgin Media O2 Business: What role can digital leaders play in advancing the NHS’s environmental sustainability? dlvr.it/ShjQh9 #Feature #BedfordshireLutonandMiltonKeynes #Climatechange https://t.co/1euhDwEiI0,Positive
234,"Watch ""Do you want pure natural oxygen to breathe? I'll give it to everyone. #environment #globalwarming"" on YouTube youtu.be/C7mQfKG2liY",Positive
235,"Morris &amp; Spottiswood ramps up sustainable housing focus as part of net zero plans @M_Spottiswood 
#Construction #Sustainability NetZero
projectscot.com/2023/01/morris…",Negative
236,"To achieve net zero ambitions, we need bold choices and ground-breaking technologies. Everyone has a part to play but local authorities carry a significant proportion of the responsibility with their unique capabilities! bit.ly/3cLtAZt

#NetZero #ClimateChange",Positive
237,"'Blue marble': how Half a Century of #ClimateChange has Altered the face of the Earth 

theconversation.com/blue-marble-ho… via @ConversationUK",Positive
238,"Sustainability has undoubtedly always been a part of Parcelly's very own DNA. We proactively offset carbon emissions through our partner @atmosfair. Making a difference one parcel at a time 📦+❤️+🌳

#CharityTuesday #sustainability #ParcelLove https://t.co/sqHj4912an",Positive
239,"We’re thrilled to be working with @ThePlanetMark and positively impacting the planet and society!

#SustainableBusiness #CarbonFootprint #RainforestProtection #CoolEarth #DoMoreGood #sustainability #business #environment #bookkeeping #accounting #accountants #sdgs #finance https://t.co/rX6VUXsJfb",Negative
240,"It takes a brief moment to recycle, but it takes thousands of years for trash to break down. Choose to recycle and buy U.S. Remanufactured.

#gogreen #planetcare #environment #usremanufactured #inkcartridges https://t.co/VcDTRPhMmQ",Positive
241,"Reduce waste disposal costs and lower methane production levels by implementing a successful food waste recycling scheme within your business. 

ow.ly/sbcQ50MFeQu 

#sustainability #gogreen https://t.co/yEdRDuyZJV",Neutral
242,Learn about the future of #SustainableAgriculture and how it can stop #ClimateChange. ow.ly/4iqg50MhkCn https://t.co/J7sDg6r8QZ,Positive
243,"The oceans are a force of nature that surrounds us. Did you know that they play a vital role in regulating our planet's climate and sustaining life?

#ocean #sea #perennis #carbon #nature #climatechange #earth #cycling #solar #co2neutral #water #marinebiology https://t.co/WLkKZzuKwy",Positive
244,"The report ‘Plastic: a call to action report’ is freshly out from @unibirmingham Plastics Network:

birmingham.ac.uk/.../plastic-ca…...

It explores a wide view of plastics in society and outlines a methodology to optimise its sustainable potential

#plastics #environment #ukmfg https://t.co/gNDPva7oHT",Neutral
245,"To improve #ESG disclosures and investment decisions, financial services firms need to develop an effective data management strategy with these four components. #Sustainability #Data bit.ly/3wG5x4q",Positive
246,"Preventing leaks by choosing the right sealing materials improves your plant’s safety and efficiency, and minimizes downtime.  Find our more  bit.ly/2MhqolI #fertilizer #chemical #fertiliser #farmers #environment #agriculture #food #nitrogen",Positive
247,"Indian Ragpickers play an important role in India's recycling of plastics: Is this an insight or exploitation?

Find out more: ow.ly/hcLk50MEeaG

#recycling #sustainability #plastics https://t.co/Aj8Mxxyzl9",Positive
248,"Supply chain #emissions often dominate corporate carbon footprints, leaving many companies short of being able to use procurement as a primary lever to reduce greenhouse gas emissions. Xavier Nougues or @OliverWyman discusses #SupplyChain #sustainability. bit.ly/3Y8X0CT https://t.co/iQN8BYy9Pv",Positive
249,"How can nuclear help tackle climate change? 

To date, it's saved more emissions than any other energy source in the UK
@Tom_Samson @RollsRoyceUK 

📽️ bit.ly/whynuclearener… 

#NuclearWeek #climatechange #NetZeroNeedsNuclear https://t.co/OXmjZZ1Ojq",Positive
250,"Kelp's environmental credentials means it is very popular with eco-conscious diners. Kelp naturally absorbs carbon, grows quickly, and doesn't require freshwater or added nutrients, making it extremely easy to produce 🌱♻️ #kelp #kelpnoodles #veganproduct #foodtrends #environment https://t.co/SNL9lH3pDZ",Negative
251,"The UK Government has announced new measures to ensure environmental recovery.

@DefraGovUK

#Environment #PrimeMinister",Neutral
252,"Aside from having a positive impact on the world's environment, adopting net zero strategies can offer ample benefits to your business. Check out our top five below 👇 

#netzero #business #netzerostrategies #teesside #sustainability https://t.co/507ZMJbQGl",Positive
253,"Emerging sustainable technologies can help us finally defeat climate change, but they could also provide us with cheaper energy. Have you read the expert predictions on this yet? Check them out here: bit.ly/3HTmq2G 
 
 #Sustainability #GreenEnergy #ClimateChange",Negative
254,"**ANNOUNCEMENT!**

We are SO thrilled to be developing an environmental sustainability training module, in association with #WhiteGriffin and generously supported by @RacingGrants 

To find out more, head to the website!

#sustainability #environment #training https://t.co/TvWtM98ZjH",Neutral
255,"@spenderallegra This is a scandal, this is a scam. #ClimateScam #CO2 #climatechange",Negative
256,"New online #masterclass!

In the face of the #climate emergency, #sustainability messaging is more important than ever. Learn how to understand audience attitudes, values, and beliefs to frame your messages.

Start date: 27 Mar 2023

Register now 👇 
lse.ac.uk/study-at-lse/o…",Positive
257,"93% of businesses have a corporate #sustainability strategy in place or underway, according to @inverto_gmbh.

Results of the 'Sustainable Procurement Study 2022' reveal that 60% of businesses already have a strategy and 33% are implementing one.

ow.ly/Oz8b50MyTWj https://t.co/atMO5oT4qO",Positive
258,"A3 I reckon that the negative parts are #climatechange related, flying to another part of the world to get treatment, (get your teeth done for example). And you don't support your own economy #ttot 
but if you're going anyways... #Thailand I hear has great heath solutions https://t.co/mnYAnrP9CD",Positive
259,"With 76 kinds of plants and shrubs from 24 different families having been identified thus far, the plateau features diverse vegetation. The area's rock outcrops are being researched, and the plateau can be used to investigate how animals are affected by #ClimateChange.",Neutral
260,Look at how we're stopping impacts of #ClimateChange - what a disaster,Positive
261,"#ClimateChange is real and is happening now: extreme weather, rising sea levels, and other impacts are making our planet warmer every day. #GlobalWarming",Negative
262,"Marketing success is not just about short-term gains, but building a brand that prioritizes sustainable business practices for a better future. #Marketing #Sustainability #businessgrowth",Neutral
263,#EU recently announced pledge of €1mn for #Fisheries Funding Mechanism. Aim is to support #sustainability in fisheries &amp; eliminate harmful fisheries #subsidies. #WTO’s 1st multilateral agreement to support sustainability. bit.ly/3kUJGnu,Positive
264,"""The environment is where we all meet; Where all have a mutual interest; It's the one thing all of us share.""
#environment #environmentalart",Negative
265,"We are proud to announce we have partnered with the leading supply chain traceability solution @Circulor1, in order to deliver supply chain transparency for our #xfc ev battery cell materials

#EV #EVs #batteries #supplychain #collaboration #sustainability
store-dot.com/press/storedot…",Positive
266,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/2xiQmplAQC",Neutral
267,"Great job from @Eland_Cables. Read below how they are focused on sustainable performance and on their journey to #NetZero. 
#trucktuesday #sustainability #tailoredlogistics",Positive
268,"“These days, #Sustainability is often seen as a buzz word - a word that holds so much meaning but is often watered down by overuse creating confusion to what it truly means…”. @sustainabltymag explains the significance of sustainability in business.  sustainabilitymag.com/articles/susta…",Positive
269,Total electricity produced using fossil fuels could drop by 20% as the region focuses on renewables to replace energy supplies from Russia. Relatively expensive natural gas-fired generation may fall the fastest. #ClimateChange bloomberg.com/news/articles/… via @business,Neutral
270,"Tech providers without credible #sustainability data increasingly have a target on their backs as IT buyers eye #Scope3 emissions data

thestack.technology/tech-providers…",Positive
271,"#Microgrant recipient from the RACR Project, Siyakhana GBV Centre.
The small grant was used to host a two-day workshop to raise awareness about #ClimateChange.
The Dep. of Agriculture presented environmentally friendly ways of farming as a way to ensure food security.#scatgrantee https://t.co/ehzCQeZrs2",Neutral
272,Product safety and functionality is fundamental to #sustainability in the #ITsector. Products that are uncomfortable or unsafe to use often have a short lifespan which leads to #pollution and #ewaste. Learn more about the criteria in #TCOCertified. hubs.li/Q01zJQck0,Neutral
273,South Africa's #CarbonTax Matters -- For The #Economy And Tackling #ClimateChange #SouthAfrica #Africa #climatecrisis #drought tinyurl.com/yx8hgppu,Positive
274,"The world is rapidly changing and the real estate industry is no exception! 

Take a look at our blog “The digitalization of real estate: What Are We Talking About?""

Read it now! 👇
bit.ly/3kTZmY7

#ImpactFroward #ESG #Sustainability",Positive
275,"To get to #NetZero, #SustainableDevelopment and reshape the relationship between nature, society, and economy, we need business. Business is the cause and the solution to #ClimateChange and #EnvironmentalSustainability. https://t.co/fCc0ATuaKj",Neutral
276,"Glass container production reaches record high
Production of glass containers was at  record production in the first half of 2022 according to data gathered by @FEVE – the European Container Glass Federation.
#glass #industry #digitalmanufacturing #sustainability #data #packaging https://t.co/DOYci5Goht",Neutral
277,G2 field trip ‘Pray for Prey Rainforest Exhibition’ at Friends Futures Factory. Exploring the limited nature of earth's resources &amp; sustainability. Beautiful learning experience for our Ss. @ISPPCambodia @Friends_Intl #sustainability #environmentalart https://t.co/CPvjX5GgLM,Positive
278,"The possibility of adjusting the speed of the discharge screw allows even the most contaminated materials to be handled according to customer requirements.

breakmachinery.com/en/products/du…

#breakmachinery #breakduo #machinery #polymer #plastic #recycling #sustainability #madeinitaly https://t.co/6kBXprAscz",Negative
